source_id,url,source_type,publisher,scope,expected_year,final_url,format,content_type,fetch_status,error,fetched_at_utc,title,text_length,sha256,text_excerpt
mof_2024_settlement,https://zyhj.mof.gov.cn/zxzyzf/swrfzzj/202407/P020240705520847293313.pdf,central_settlement,财政部,2024年流域横向生态保护补偿机制建设资金清算奖励表,2024,https://zyhj.mof.gov.cn/zxzyzf/swrfzzj/202407/P020240705520847293313.pdf,pdf,application/pdf,ok,,2026-07-27T10:46:27.770071+00:00,,679,edce2917aa43d74bb330e72ce92706def376c7733614ac5b5d4e5e0d5cedb64b,"附件2 流域横向生态保护补偿机制建设资金清算奖励表 单位：万元 序号 地区（单位） 长江流域 引导资金清算 黄河流域 引导资金清算 其他流域 机制建设奖励 备注 合计 - - 20,000 1 北京 - - - 2 天津 - - - 3 河北 - - 20,000 4 山西 - - - 5 内蒙古 - - - 6 辽宁 - - - 辽宁（不含大连） - - - 大连 - - - 7 吉林 - - - 8 黑龙江 - - - 9 上海 -1,746 - - 10 江苏 5,500 - - 11 浙江 -2,544 - - 浙江（不含宁波） -2,544 - - 宁波 - - - 12 安徽 3,669 - - 13 福建 -309 - - 福建（不含厦门） -309 - - 厦门 - - - 14 江西 1,926 - - 15 山东 - - - 山东（不含青岛） - - - 青岛 - - - 16 河南 -2,312 - - 17 湖北 603 - - 18 湖南 1,713 - - 19 广东 -16 - - 广东（不含深圳） -16 - - 深圳 - - - 20 广西 -784 - - 21 海南 - - - 22 重庆 3,176 - - 23 四川 1,442 - - 24 贵州 - - - 25 云南 - - - 26 西藏 -598 - - 27 陕西 -6,141 - - 28 甘肃 -1,106 - - 29 青海 -2,473 - - 30 宁夏 - - - 31 新疆 - - - 32 新疆生产建设兵团 - - -"
guizhou_2023_chishui_payment,https://czt.guizhou.gov.cn/xwzx/tzgg/202406/t20240625_84911704.html,actual_payment_notice,贵州省财政厅,2023年度贵州拨付云南赤水河补偿资金,2023,https://czt.guizhou.gov.cn/xwzx/tzgg/202406/t20240625_84911704.html,html,text/html,ok,,2026-07-27T10:46:27.770071+00:00,省财政厅关于拨付2023年赤水河流域横向生态保护补偿资金的通知,1853,201227953138e99274354f5161c469ced1fbf675465714fae6ef13207993b905,个人中心 | 贵州政务服务网 首页 新闻中心 政务公开 互动交流 业务系统 办事服务 专题专栏 数据开放 省财政厅关于拨付2023年赤水河流域横向生态保护补偿资金的通知 黔财资环〔2024〕46号 省生态环境厅： 按照云南、贵州、四川三省人民政府签订的《第二轮赤水河流域横向生态保护补偿协议》的要求，根据《云南省财政厅云南省生态环境厅关于商请清算2023年赤水河流域横向生态保护补偿资金的函》（云财资环函〔2024〕44号）和《省生态环境厅关于拨付2023年度赤水河流域横向生态保护补偿资金的函》，现请你厅拨付2023年赤水河流域横向生态补偿资金2550万元至云南省财政厅。请将该项资金支出列入2024年一般公共预算支出功能分类科目2110302水体；政府预算支出经济分类科目列入50299其他商品和服务支出。资金从2024年省级赤水河流域环保专项资金列支。 账户信息如下： 收款人名称：云南省财政厅 收款账号：240000000002271001 开户银行：国家金库云南省分库 附言信息：1100999赤水河流域横向生态保护补偿资金 2024年6月24日 扫一扫在手机打开当前页面 外交部 国防部 国家发展和改革委员会 教育部 科学技术部 工业和信息化部 国家民族事务委员会 公安部 民政部 司法部 财政部 人力资源和社会保障部 自然资源部 生态环境部 住房和城乡建设部 交通运输部 水利部 农业农村部 商务部 文化和旅游部 国家卫生健康委员会 退役军人事务部 应急管理部 人民银行 审计署 国家语言文字工作委员会 国家航天局 国家原子能机构 国家核安全局 国务院国有资产监督管理委员会 海关总署 国家税务总局 国家市场监督管理总局 国家广播电视总局 国家体育总局 国家统计局 国家国际发展合作署 国家医疗保障局 国务院参事室 国家机关事务管理局 国家认证认可监督管理委员会 国家标准化管理委员会 国家新闻出版署（国家版权局） 国家宗教事务局 国务院港澳事务办公室 国务院研究室 国务院侨务办公室 国务院台湾事务办公室 国家互联网信息办公室 国务院新闻办公室 新华通讯社 中国科学院 中国工程院 国务院发展研究中心 中国气象局 中国证券监督管理委员会 国家行政学院 国家信访局 国家粮食和物资储备局 国家能源局 国家国防科技工业局 国家烟草专卖局 国家移民管理局 国家林业和草原局 国家铁路局 中国民用航空局 国家邮政局 国家文物局 国家中医药管理局 国家矿山安全监察局 国家外汇管理局 国家药品监督管理局 国家知识产权局 国家公园管理局 国家档案局 国家保密局 国家密码管理局 北京市 广西壮族自治区 内蒙古自治区 云南省 浙江省 河北省 天津市 辽宁省 上海市 江苏省 福建省 山东省 湖北省 湖南省 广东省 海南省 青海省 宁夏回族自治区 甘肃省 四川省 陕西省 河南省 江西省 安徽省 新疆维吾尔自治区 吉林省 贵阳市财政局 铜仁市财政局 黔东南州财政局 黔西南州财政局 遵义市财政局 六盘水市财政局 毕节市财政局 省人民政府 省发展和改革委员会 省教育厅 省科技厅 省工业和信息化厅 省民族宗教事务委员会 省公安厅 省民政厅 省司法厅 省人力资源和社会保障厅 省自然资源厅 省生态环境厅 省住房和城乡建设厅 省交通运输厅 省水利厅 省农业农村厅 省商务厅 省文化和旅游厅 省卫生健康委员会 省退役军人事务厅 省应急管理厅 省审计厅 省外事办 省国有资产监督管理委员会 省市场监督管理局 省能源局 省广播电视局 省体育局 省统计局 省医疗保障局 贵州省国防动员办公室 省机关事务管理局 省大
guizhou_2024_chishui_decision,https://sthj.guizhou.gov.cn/zwgk/zdlyxx/czzj/czyjs/202509/P020250901577061441585.pdf,department_final_accounts,贵州省生态环境厅,2024年度赤水河横向生态补偿执行,2024,https://sthj.guizhou.gov.cn/zwgk/zdlyxx/czzj/czyjs/202509/P020250901577061441585.pdf,pdf,application/pdf,ok,,2026-07-27T10:46:27.770071+00:00,,160982,cecd6d203c365ec6749eecca06c583bfb894ab062e5ed97c9fcd21498c40eacc,贵州省生态环境厅 2024年度部门决算公开说明 目 录 第一部分 贵州省生态环境厅概况 一、部门职责 二、机构设置 第二部分 2024年度部门决算表 一、收入支出决算总表 二、收入决算表 三、支出决算表 四、财政拨款收入支出决算总表 五、非财政拨款收入支出决算总表 六、一般公共预算财政拨款支出决算表 七、一般公共预算财政拨款基本支出决算明细表 八、政府性基金预算财政拨款收入支出决算表 九、国有资本经营预算财政拨款支出决算表 十、财政拨款“三公”经费支出决算表 第三部分 2024年度部门决算情况说明 一、收入支出决算总体情况说明 二、收入决算情况说明 三、支出决算情况说明 四、财政拨款收入支出决算总体情况说明 五、非财政拨款收入支出决算总体情况说明 六、一般公共预算财政拨款支出决算情况说明 七、一般公共预算财政拨款基本支出决算情况说明 八、政府性基金预算财政拨款收入支出决算情况说明 九、国有资本经营预算财政拨款支出决算情况说明 十、财政拨款“三公”经费支出决算情况说明 十一、其他重要事项的情况说明 十二、预算绩效情况说明 第四部分 名词解释 第五部分 附件 第一部分 贵州省生态环境厅概况 - 1 - 一、部门职责 省生态环境厅属于省政府组成部门，主要职责： （1）全面贯彻落实生态环境基本制度。会同有关部门拟订全 省生态环境政策、规划并组织实施，起草地方性生态环境法规、 规章草案。会同有关部门编制并监督实施重点区域、流域、饮用 水水源地生态环境规划和水功能区划；贯彻生态环境标准、生态 环境技术规范。 （2）负责重大生态环境问题的统筹协调和监督管理。牵头协 调重特大环境污染事故和生态破坏事件的调查处理，指导协调市 县政府对重特大突发生态环境事件的应急、预警工作，牵头指导 实施生态环境损害赔偿制度，协调解决有关跨区域环境污染纠 纷，统筹协调全省重点区域、流域生态环境保护工作。 （3）负责监督管理全省减排目标的落实。组织制定贯彻各类 污染物排放总量控制、排污许可证制度的措施并监督实施，确定 大气、水等纳污能力，提出贯彻实施总量控制的污染物名称和控 制指标，监督检查各地污染物减排任务完成情况，实施生态环境 保护目标责任制。 （4）负责提出生态环境领域固定资产投资规模和方向，省财 政性资金安排的意见，按规定权限审批、核准规划内和年度计划 规模内固定资产投资项目，配合有关部门做好组织实施和监督工 作。参与指导推动循环经济和生态保护产业发展。 （5）负责环境污染防治的监督管理。制定贯彻大气、水、土 壤、噪声、光、恶臭、固体废物、化学品、机动车等污染防治管 理制度的措施并监督实施。会同有关部门监督管理饮用水水源地 - 2 - 生态环境保护工作，组织指导城乡生态环境综合整治工作，监督 指导农业面源污染治理工作。监督、管理、指导区域大气环境保 护工作，组织实施区域大气污染联防联控协作机制。 （6）指导，协调和监督生态保护修复工作。组织编制生态保 护规划，监督对生态环境有影响的自然资源开发利用活动、重要 生态环境建设和生态破坏恢复工作。组织制定各类自然保护地生 态环境监管制度并监督执法。监督野生动植物保护、湿地生态环 境保护、荒漠化防治等工作。指导协调和监督农村生态环境保 护，监督生物技术环境安全，牵头生物物种（含遗传资源）工 作，组织协调生物多样性保护工作，参与生态保护补偿工作。 （7）负责核与辐射安全的监督管理。拟定贯彻有关政策、规 划、标准的措施，牵头负责核安全工作协调机制有关工作，参与 核事故应急处理，负责辐射环境事故应急处理工作。监督管理核 设施与放射源安全，监
yunnan_2024_chishui_summary,https://wcb.yn.gov.cn/html/2024/jianyitian_0603/3059766.html,official_payment_summary,云南省水利厅,2018—2020年赤水河补偿收款及第二轮协议,2024,https://wcb.yn.gov.cn/html/2024/jianyitian_0603/3059766.html,html,text/html; charset=utf-8,ok,,2026-07-27T10:46:27.770071+00:00,云南省水利厅,4918,0b6532eede229739664816a5658cf5abd6ecc2209aa5b4457734d7902f8dbb72,行政规范性文件 其他文件 文件查询 · 组织机构 · 规划信息 · 统计信息 水资源公报 水土保持公报 · 行政许可 行政许可内容 办理指南 · 处罚/强制 处罚/强制内容 办理指南 · 预算/决算 · 收费项目 收费项目内容 收费项目依据 · 政府采购 · 重大项目 · 重大民生信息 · 招考录用 · 稳岗就业 · 重大决策预公开 · 重大决策听证事项 · 重大会议 · 其他法定信息 · 审计公示 · 2025年 · 2024年 · 2023年 · 2022年 · 2021年 · 2020年 · 河湖长制 · 重大水利建设项目 批准和实施 · 水利工程建设项目 招投标 · 质量安全监督 · 水利建设市场 · 防汛抗旱 · 山洪灾害气象预警 · 2025年 · 2024年 · 2023年 · 2022年 · 2021年 · 2020年 台盟云南省委： 贵委提出的《关于云南省长江流域水生态环境综合治理绘制绿色发展新画卷的提案》（第342号）交省生态环境厅、省住房城乡建设厅、省水利厅分别办理，省水利厅现答复如下： 一、强化执法指导和政策支持方面 （一）推动建立长江流域横向生态保护补偿机制。近年来，云南省重点推进以长江流域为先导的流域横向生态补偿机制建设，并取得阶段性成效。一是2018年在财政部、生态环境部的支持下，云贵川三省人民政府签订《赤水河流域横向生态保护补偿协议》，每年共同出资2亿元设立赤水河流域水环境横向补偿资金，开展赤水河流域生态补偿试点，建立了全国首个跨省流域横向生态保护补偿机制。2018—2020年，我省共获贵州、四川两省补偿资金1.2亿元，连同省财政筹措的补偿资金0.6亿元，共计1.8亿元已全部用于赤水河流域生态保护项目。2020年底协议到期后，经多轮磋商，2023年1月，云贵川三省人民政府签订第二轮补偿协议，补偿期限5年（2021—2025年）、补偿资金规模增加至每年3亿元。二是2019年省财政厅牵头出台了《云南省建立健全流域生态保护补偿机制的实施意见（试行）》《云南省促进长江经济带生态保护修复补偿奖励政策实施方案（试行）》和《建立赤水河流域云南省内生态补偿机制实施方案》，统筹中央重点生态功能区转移支付资金、中央长江流域横向生态保护补偿奖励资金，在长江流域49个县（48个沿江县和洱源县）建立起省内全覆盖的横向生态保护补偿机制；机制建立以来，沿江各地签订补偿协议49份，安排中央和省级资金19.26亿元支持224个生态保护修复项目，持续改善沿江生态环境质量。三是2022年省委办公厅、省政府办公厅印发了《关于深化生态保护补偿制度改革的实施意见》，提出24条措施，为全省省内进一步加大生态补偿、规范生态补偿提供了明确的政策依据。 （二）推动水权改革和水权交易。2023年省水利厅和省发改委印发实施《云南省推进用水权改革实施意见》，建立与全国统一的水权交易平台、交易规则；并完成了全省129个县（市、区）以及长江流域、珠江流域水量（水权）分配，水富市在中国水权交易平台实现首单水权交易。将用水权交易列入2024年全省水利工作重点任务，每个州（市）至少完成2单以上水权交易，目前已累计完成4单用水权交易，交易水量13.9万立方米，交易金额5.9万元。 二、统筹经济发展与生态环境保护方面 （一）科学划定河湖保护范围。2022年4月，省水利厅（省河长办）联合省级有关部门组织涉湖州（市）完成九大高原湖泊湖滨生态红线和湖泊生态黄线“两线”划定工作，省人民政府出台了《关于九大高原湖泊“三区”管控的指导意见》，从严制定生态保护核心区、生态保护缓冲区、绿色发展区“三区
yunnan_2025_chishui_case,https://dnr.yn.gov.cn/html/2025/shengtingdongtai_0818/4050335.html,official_case_summary,云南省自然资源厅,赤水河两轮资金池与分配比例,2025,https://dnr.yn.gov.cn/html/2025/shengtingdongtai_0818/4050335.html,html,text/html; charset=utf-8,ok,,2026-07-27T10:46:27.770071+00:00,云南省自然资源领域生态产品价值实现第三批典型案例展播丨昭通市：赤水源头勇担当 一江清水出云南_云南省自然资源厅,3762,41510dda3f2c87a4e22d9c2c0d7c43f280e936b6bfc7b836620e524489a882df,编者按 今年8月15日是第三个全国生态日，宣传主题是“绿水青山就是金山银山”。习近平总书记指出，探索政府主导、企业和社会各界参与、市场化运作、可持续的生态产品价值实现路径。为深入贯彻党的二十大和二十届二中、三中全会精神，认真落实省两会、省委十一届七次全会、省委经济工作会议相关要求，扎实推进生态文明建设排头兵和美丽云南建设，2024年，省自然资源厅联合省发展改革委、省生态环境厅、省农业农村厅、省水利厅、省林草局共同开展了云南省自然资源领域生态产品价值实现第三批典型案例征集活动，从全省各地推荐的案例中遴选出6个极具代表性的案例。 6个典型案例涉及山川、河流、草原等多种生态系统，充分展示了全省各地推进建设安全、绿色、健康、韧性、活力的生产空间、生活空间、生态空间，不断拓展生态产品价值实现路径的有效举措和显著成效，生动诠释了绿水青山就是金山银山。值此第三个全国生态日主题宣传期间，省自然资源厅将对这些案例进行展播，与社会各界分享交流自然资源领域生态产品价值实现的云南样板，共同探索人与自然和谐共生的先进经验。 赤水河发源于昭通市，经贵州省毕节市、遵义市，于四川省泸州市合江县汇入长江（以下简称“三省”“四市”），干流全长525公里，是长江流域唯一没有修建干流大坝并保持自然流态的一级支流，是长江上游重要的生态安全屏障。 赤水源头 柴峻峰 摄 作为三省界河，赤水河流域管辖范围纵横交错，长期以来上下游、左右岸的产业布局、环境准入、污染物排放监管、环境执法尺度、环保资金投入力度不一致，制约着流域生态环境保护和流域内地区经济社会发展。 昭通市威信县赤水河畔金色田野 近年来，昭通市坚持以习近平生态文明思想为指引，围绕“打造长江上游最美生态河流、践行‘两山’理论样板典范、流域内绿色高质量发展先行示范区”建设目标，担起“源头责任”，展现“上游担当”，守住源头上游的清流碧水、留住沿河两岸的青山美景、延续四渡赤水的红色故事、成就茅台习水的美酒佳酿。 核心做法 齐抓共管强保障 鸡鸣三省 “三省立法”同推进。 2021年，三省人大常委会分别审议通过了《关于加强赤水河流域共同保护的决定》和各省《赤水河流域保护条例》，并于同年7月1日同步实施，按照统一规划、统一标准、统一监测、统一责任、统一防治措施的要求，三省建立健全联席会议协调机制和司法工作协作机制，携手推进赤水河流域系统保护。 “四地联动”强防控。 四市先后签订流域上下游突发水污染事件联防联控机制合作协议、跨界河流（段）联防联控合作协议，联合举行赤水河流域上下游突发环境事件应急演练，共同开展巡河活动。三省政协及四市还达成了《仁怀宣言》《毕节共识》《泸州共识》《昭通共识》，建立起流域保护政协协作机制。 “五级协同”共守护。 为层层压实河湖保护政治责任，云南建立了省、市、县、乡、村五级河长工作体系，设河长181名；制定赤水河流域保护条例实施细则，确保依法护河；印发“十四五”赤水河流域（云南段）（以下简称“云南段”）发展规划和国土空间专项规划，强化规划管控；完成云南段自然保护区确权登记，明确省人民政府为所有者职责代理履职主体。昭通市、镇雄县、威信县同步建立云南段督察体系，开展河长制工作督察。赤水源镇等乡（镇）建立基层巡河员队伍体系，聘请610名基层巡河员开展常态化巡河。 “六大行动”筑基础。 昭通市统筹推进流域全面禁渔、“两污”治理、面源污染防治、生态修复、绿色产业发展、美丽乡村建设“六大行动”，构建起“畅通河道+数字化监管+栖息地修复+增殖放流”的珍稀特有鱼类保护体系，建成日处理规模达500吨的垃圾焚烧发电厂1座、生活垃圾处理设施14座
paper_2025_chishui_ecosystem_services,https://www.jnr.ac.cn/CN/abstract/article/1000-3037/70498,peer_reviewed_paper,自然资源学报,赤水河生态系统服务与横向补偿,2025,https://www.jnr.ac.cn/CN/abstract/article/1000-3037/70498,html,text/html;charset=UTF-8,ok,,2026-07-27T10:46:27.770071+00:00,基于生态系统服务的横向生态补偿研究——以赤水河流域为例,10657,6af4789e2bf85503c8f6494016986668be6c60324acffad6f8f2a1a6da607507,"期刊 文章 图表 检索 首页 关于期刊 期刊介绍 数据库收录 期刊荣誉 编委会 投稿指南 在线期刊 当期目录 优先出版 过刊浏览 推荐文章 专题 按栏目浏览 阅读排行 下载排行 引用排行 E-mail Alert RSS 期刊订阅 政策指南 联系我们 自然资源学报 > 2025 , Vol. 40 > Issue 3 : 786 - 796 DOI: https://doi.org/10.31497/zrzyxb.20250313 基于生态系统服务的横向生态补偿研究——以赤水河流域为例 孙艳芝 , 1 , 2 , 唐泽 1 , 2 , 王志凯 2 , 马国霞 , 1 , 2 1.生态环境部环境规划院生态环境与经济核算中心，北京 100043 2.生态环境部环境规划院，北京 100043 孙艳芝（1990- ），女，江苏徐州人，博士，高级工程师，主要从事生态产品价值实现研究。E-mail: sunyz@caep.org.cn 收稿日期: 2024-06-14 修回日期: 2024-11-05 网络出版日期: 2025-02-21 基金资助 国家自然科学基金项目(42277491) 长江生态环境保护修复联合研究（第二期）(2022-LHYJ-02-0403) Horizontal ecological compensation for ecosystem services in Chishui River Basin SUN Yan-zhi , 1 , 2 , TANG Ze 1 , 2 , WANG Zhi-kai 2 , MA Guo-xia , 1 , 2 1. Center for Eco-Environmental Accounting, Chinese Academy of Environmental Planning, Beijing 100043, China 2. Chinese Academy of Environmental Planning, Beijing 100043, China Received date: 2024-06-14 Revised date: 2024-11-05 Online published: 2025-02-21 实施横向生态补偿是不同地区获得平等生存权、环境权和发展权的有力保障，也是促进区域间协调、平衡和可持续发展的重要途径。聚焦赤水河流域，基于生态系统服务价值科学核算生态补偿额，识别受偿区与支付区，建立了政府、企业等多元主体参与的横向生态补偿策略。结果表明：（1）赤水河流域上游与下游西岸地区是主要的生态补偿受偿区，占流域总面积的54.8%；下游东岸地区属于支付区，占流域总面积的21.3%。（2）2021年赤水河流域理论补偿金额为77.2亿元，仁怀市、汇川区、七星关区和播州区分别承担58.1%、19.4%、17.7%和4.8%的补偿额度。（3）构建具有赤水河流域特色的政府补偿与企业补偿相互耦合的水基金平台，形成多元主体协同运作模式，通过奖励生态保护行为、发展生态产业、完善生态制度等途径，统筹流域发展的协调性与公平性。 关键词： 生态系统服务价值 ; 生态补偿 ; 受偿区与支付区 ; 水基金 ; 赤水河流域 孙艳芝 , 唐泽 , 王志凯 , 马国霞 . 基于生态系统服务的横向生态补偿研究——以赤水河流域为例[J]. 自然资源学报 , 2025 , 40(3) : 786 -796 . DOI: 10.31497/zrzyxb.20250313 Horizontal ecological compe"
paper_2025_yangtze_mechanism_review,https://opaj.napstic.cn/periodicalArticle/0120250501467782,peer_reviewed_paper,资源开发与市场,长江流域跨省横向生态补偿机制,2025,https://opaj.napstic.cn/periodicalArticle/0120250501467782,html,text/html; charset=utf-8,ok,,2026-07-27T10:46:27.770071+00:00,国家科技期刊平台长江流域跨省横向生态补偿机制研究_国家科技期刊平台,183,5b5ea9d2289ae28ee041d5c1b191502670d8f81dd12efbe427234aa3f0e50c9a,"顾向一 李佳伟 顾向一 1 李佳伟 1 作者信息 1. 河海大学法学院,江苏南京 211100 折叠 国家社会科学基金项目(编号:22BFX131) （编号:22BFX131） 江苏省社会科学基金项目(编号:22FXB006). （编号:22FXB006） ISSN： 1005-8141 摘要 Abstract 关键词 Key words 分类 引用文本 基金项目"
sichuan_2022_accounts_chishui_2021,https://sthjt.sc.gov.cn/sthjt/c103971/2023/8/24/40492db467994cbc98cfc71cc3042916/files/2022%E5%B9%B4%E5%BA%A6%E5%9B%9B%E5%B7%9D%E7%9C%81%E7%94%9F%E6%80%81%E7%8E%AF%E5%A2%83%E5%8E%85%E9%83%A8%E9%97%A8%E5%86%B3%E7%AE%97.pdf,department_final_accounts,四川省生态环境厅,2021年度四川拨付云南赤水河横向生态补偿,2022,https://sthjt.sc.gov.cn/sthjt/c103971/2023/8/24/40492db467994cbc98cfc71cc3042916/files/2022%E5%B9%B4%E5%BA%A6%E5%9B%9B%E5%B7%9D%E7%9C%81%E7%94%9F%E6%80%81%E7%8E%AF%E5%A2%83%E5%8E%85%E9%83%A8%E9%97%A8%E5%86%B3%E7%AE%97.pdf,pdf,application/pdf,ok,,2026-07-27T10:46:27.770071+00:00,,37588,680d6f28428df1ebe313e38193ad74433eccc558e3989e8b3e80910ab00329b3,2022 年度 四川省生态环境厅 部门决算 目 录 公开时间：2023 年 8 月 25 日 第一部分 部门概况 .......................................................................... 1 一、基本职能及主要工作 ........................................................... 1 二、机构设置 ............................................................................... 8 第二部分 2022 年度部门决算情况说明 ....................................... 11 一、收入支出决算总体情况说明 ............................................. 11 二、收入决算情况说明 ............................................................. 12 三、支出决算情况说明 ............................................................. 13 四、财政拨款收入支出决算总体情况说明 .............................14 五、一般公共预算财政拨款支出决算情况说明 .....................14 六、一般公共预算财政拨款基本支出决算情况说明 .............22 七、财政拨款“三公”经费支出决算情况说明 .....................23 八、政府性基金预算支出决算情况说明 .................................25 九、国有资本经营预算支出决算情况说明 .............................25 十、其他重要事项的情况说明 ................................................. 25 第三部分 名词解释 ........................................................................ 28 第四部分 附件 ................................................................................ 36 第五部分 附表 ................................................................................ 68 一、收入支出决算总表 ............................................................. 68 二、收入决算表 ......................................................................... 69 三、支出决算表 ......................................................................... 71 四、财政拨款收入支出决算总表 ........................................
paper_2025_yangtze_water_compensation,https://cjournal.hep.com.cn/1000-288X/CN/PDF/10.13961/j.cnki.stbctb.2025.04.020,peer_reviewed_paper,水土保持通报,长江流域19省水资源生态补偿理论标准,2025,"https://jf2.hep.com.cn/98fe7a0be70f4afd9d19aa134286d218.pdf?response-content-disposition=attachment;%20filename=""%E5%9F%BA%E4%BA%8E%E6%B0%B4%E8%B5%84%E6%BA%90%E5%88%A9%E7%94%A8%E7%9A%84%E9%95%BF%E6%B1%9F%E6%B5%81%E5%9F%9F%E6%A8%AA%E5%90%91%E7%94%9F%E6%80%81%E4%BF%9D%E6%8A%A4%E8%A1%A5%E5%81%BF%E6%A0%87%E5%87%86%E7%A0%94%E7%A9%B6.pdf""",pdf,application/pdf,ok,,2026-07-27T10:46:27.770071+00:00,,40255,16253a7b1cfcf51cae33505206d99761b86b02888cf5074ce2d84a28a814271d,第 45 卷第 4 期 2025 年 8 月 Vol . 45 ， No . 4 Aug . ， 2025 水土保持通报 Bulletin of Soil and Water Conservation 基于水资源利用的长江流域横向 生态保护补偿标准研究 马茗远 1 ， 张浩然 1 ， 赵钟楠 2 ， 朱 维 3 ， 徐康宁 1 （ 1 . 北京林业大学 环境科学与工程学院 北京市水体污染源控制技术重点实验室 ， 北京 100083 ； 2 . 水利部 水利水电规划设计总院 ， 北京 100120 ； 3 . 北京国环清华环境工程设计研究院有限公司 ， 北京 100084 ） 摘 要 ： ［ 目的 ］ 评估建立长江流域内横向生态保护补偿标准的测算方法 ， 为推动流域水资源保护和水生 态环境的恢复以及流域内经济社会的可持续发展提供科学依据 。 ［ 方法 ］ 首先基于水域面积 ， 利用调节因 子修正当量因子表 ， 进而测算 2010 — 2020 年长江流域水资源生态系统服务价值 ； 其次 ， 计算流域内各地区 水资源淡水及水污染生态足迹与生态承载力 ， 以此评估各地区水资源超载状况 ； 最后 ， 以全流域水资源生 态超载系数为基准线界定各地区补偿主客体身份 ， 基于公共物品属性及外部性相关理论 ， 结合水资源生态 系统服务价值计算各地区生态保护补偿的理论额度与下限值 。 ［ 结果 ］ ① 2010 — 2020 年 ， 长江流域水资源 生态系统服务价值分别为 1 . 17 × 10 12 ， 1 . 18 × 10 12 ， 1 . 19 × 10 12 元 ， 有逐年上升的趋势 。 ② 2010 — 2020 年长江 流域淡水资源生态足迹先升高后降低 ， 而水污染生态足迹持续升高 ， 结合水资源生态承载力概念来看 ， 长 江流域未出现超载的情况 ， 但在上海 、 江苏及河南地区存在水资源供需缺口 。 ③ 在研究期间内 ， 青海 、 西 藏 、 广东 、 广西 、 湖南 、 江西和福建始终为生态保护补偿的客体 ， 而安徽 、 云南 、 浙江 、 河南 、 江苏和上海始终 为生态保护补偿的主体 ， 支付补偿省份的额度均在地方财政一般预算收入之内 ， 且逐年下降 。 ［ 结论 ］ 本 文研究建立的测算模型将水生态 、 水资源以及社会经济发展紧密关联 ， 可以为长江流域水资源保护 、 水生 态维护以及全流域生态保护补偿标准的制定等工作提供科学且合理的切入点与范例 ， 有望推动中国一级 流域生态保护补偿工作持续深入开展 。 关键词 ： 长江流域 ； 水资源生态系统服务价值 ； 生态足迹 ； 生态保护补偿 ； 公共物品属性 ； 外部性理论 文献标识码 ： B 文章编号 ： 1000 - 288 X（ 2025 ） 04 - 0304 - 12 中图分类号 ： X 321 文献参数 ： 马茗远 ， 张浩然 ， 赵钟楠 ， 等 . 基于水资源利用的长江流域横向生态保护补偿标准研究 ［ J ］ . 水土 保 持 通 报 ， 2025 ， 45 （ 4 ） ： 304 - 315 . Ma Mingyuan ， Zhang Haoran ， Zhao Zhongnan ， et al . Inter - provincial ecological compensation standards in Yangtze River basin from perspective of water resource utilization ［ J ］ . Bulletin of
paper_2025_yangtze_service_flow,https://www.jjdl.com.cn/EN/abstract/article/1000-8462/72611,peer_reviewed_paper,经济地理,长江干流生态系统服务流与横向补偿,2025,https://www.jjdl.com.cn/EN/abstract/article/1000-8462/72611,html,text/html;charset=UTF-8,ok,,2026-07-27T10:46:27.770071+00:00,Horizontal Ecological Compensation of Watershed from the Perspective of Ecosystem Services Flow: A Case of the Yangtze River Mainstream,9699,8683d270cc8b7d883bcf0e4fc4195ab1b8ac4ded201bab0d5e4d7f4db8c44a3a,"Journal Article Figure Search Home About Journal About Journal Indexed in Awards Editorial Board Guide for Authors Browse Current Issue Online First Archive Highlights Topic Archive by Subject Most Viewed Most Download Most Cited E-mail Alert RSS Subscribe Advertisement Contact us Economic geography > 2025 , Vol. 45 > Issue 4 : 133 - 145 DOI: https://doi.org/10.15957/j.cnki.jjdl.2025.04.013 Horizontal Ecological Compensation of Watershed from the Perspective of Ecosystem Services Flow: A Case of the Yangtze River Mainstream SHEN Juqin , 1 , 2 , CHI Chen 2 , HUANG Xin , 1 , ※ , GAO Xin 3 , HU Pei 1 1. College of Agricultural Science and Engineering，Hohai University，Nanjing 211100，Jiangsu，China 2. Business School，Hohai University，Nanjing 211100，Jiangsu，China 3. Antai College of Economics and Management，Shanghai Jiao Tong University，Shanghai 200030，China Received date: 2024-01-07 Revised date: 2024-09-24 Online published: 2025-06-24 Based on the land use data of 11 provincial-level regions of the Yangtze River mainstream from 2005 to 2020, this study adopts the water footprint method to introduce self eco-consumption value coefficient, combines with the ecosystem services value method, and considers the supply and consumption of ecological value to explore the spillover value of ecosystem services in different provinces. Based on the determination of horizontal ecological compensation (HEC for short) standards, a comparative ecological radiation force model is introduced to opti"
