source_id,amount_text,amount_value,amount_unit,year_mentions,province_mentions,evidence_text,verification_status
guizhou_2024_chishui_decision,"60,505.66万元",60505.66,万元,,,"节能环保支出（类） 60,505.66万元，占90.77%；",candidate_requires_manual_review
guizhou_2024_chishui_decision,"1,260.37万元",1260.37,万元,,,"住房保障支出（类）1,260.37万元， 占1.89%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"66,660.65万元",66660.65,万元,2024,,"（三）一般公共预算财政拨款支出决算具体情况 2024年度一般公共预算财政拨款支出年初预算为59714.62万 元，支出决算为66,660.65万元，完成年初预算的111.63%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,0万元,0,万元,,,年初预算为0万元，支出决算为45.00万 元。,candidate_requires_manual_review
guizhou_2024_chishui_decision,320.18万元,320.18,万元,,,年初 预算为320.18万元，支出决算为278.51万元，完成年初预算的 86.99%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,278.51万元,278.51,万元,,,年初 预算为320.18万元，支出决算为278.51万元，完成年初预算的 86.99%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,1106.76万元,1106.76,万元,,,"年 初预算为1106.76万元，支出决算为1,180.40万元，完成年初预算 的106.65%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"1,180.40万元",1180.40,万元,,,"年 初预算为1106.76万元，支出决算为1,180.40万元，完成年初预算 的106.65%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,427.92万元,427.92,万元,,,年初预算为427.92万元，支出决算为 434.21万元，完成年初预算的101.47%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,434.21万元,434.21,万元,,,年初预算为427.92万元，支出决算为 434.21万元，完成年初预算的101.47%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,462.32万元,462.32,万元,,,年初预算为462.32万元，支出决算为 503.76万元，完成年初预算的108.96%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,503.76万元,503.76,万元,,,年初预算为462.32万元，支出决算为 503.76万元，完成年初预算的108.96%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,1331.51 万元,1331.51,万元,,,"年初预算为1331.51 万元，支出决算为1,350.20万元，完成年初预算的101.4%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"1,350.20万元",1350.20,万元,,,"年初预算为1331.51 万元，支出决算为1,350.20万元，完成年初预算的101.4%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,92.27万元,92.27,万元,,,年初预算为92.27万元， 支出决算为92.72万元，完成年初预算的100.49%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,92.72万元,92.72,万元,,,年初预算为92.27万元， 支出决算为92.72万元，完成年初预算的100.49%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,0万元,0,万元,,,年初预算为0万元，支出决算为139.55万元。,candidate_requires_manual_review
guizhou_2024_chishui_decision,139.55万元,139.55,万元,,,年初预算为0万元，支出决算为139.55万元。,candidate_requires_manual_review
guizhou_2024_chishui_decision,2.09万元,2.09,万元,,,年初预算为2.09万元，支出决算为2.19万元，完成年初预算的 104.78%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,2.19万元,2.19,万元,,,年初预算为2.09万元，支出决算为2.19万元，完成年初预算的 104.78%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,133.55万元,133.55,万元,,,年初预算为133.55万元，支出决算为119.48万元，完 成年初预算的89.46%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,119.48万元,119.48,万元,,,年初预算为133.55万元，支出决算为119.48万元，完 成年初预算的89.46%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,548.3万元,548.3,万元,,,年初预算为548.3万元，支出决算为486.03万元，完成 年初预算的88.64%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,486.03万元,486.03,万元,,,年初预算为548.3万元，支出决算为486.03万元，完成 年初预算的88.64%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,274.55万元,274.55,万元,,,年初预算为274.55万元，支出决算为262.57万元， 完成年初预算的95.64%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,262.57万元,262.57,万元,,,年初预算为274.55万元，支出决算为262.57万元， 完成年初预算的95.64%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,2542.14万元,2542.14,万元,,,"年初预算为2542.14万元，支出决算为2,864.71万元，完 - 32 - 成年初预算的112.69%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"2,864.71万元",2864.71,万元,,,"年初预算为2542.14万元，支出决算为2,864.71万元，完 - 32 - 成年初预算的112.69%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,5280.29万元,5280.29,万元,,,"年初预算为5280.29万元，支出决算为5,237.31万 元，完成年初预算的99.19%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,5639.17万元,5639.17,万元,,,"年初预算为5639.17万元，支出决算为 4,970.53万元，完成年初预算的88.14%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"4,970.53万元",4970.53,万元,,,"年初预算为5639.17万元，支出决算为 4,970.53万元，完成年初预算的88.14%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,1074.7万元,1074.7,万元,,,"年初预算为1074.7万元，支出决算为 1,074.62万元，完成年初预算的99.99%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"1,074.62万元",1074.62,万元,,,"年初预算为1074.7万元，支出决算为 1,074.62万元，完成年初预算的99.99%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,5107.12万元,5107.12,万元,,,"年初预算为5107.12万元，支出决算为 4,922.31万元，完成年初预算的96.38%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"4,922.31万元",4922.31,万元,,,"年初预算为5107.12万元，支出决算为 4,922.31万元，完成年初预算的96.38%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,111.98万元,111.98,万元,,,年初预算为111.98万元，支出决算为17.00万元，完 成年初预算的15.18%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,17.00万元,17.00,万元,,,年初预算为111.98万元，支出决算为17.00万元，完 成年初预算的15.18%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,18895.2775万元,18895.2775,万元,,,"年初预算为18895.2775万元，支出决算为 17,179.70万元，完成年初预算的90.92%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"17,179.70万元",17179.70,万元,,,"年初预算为18895.2775万元，支出决算为 17,179.70万元，完成年初预算的90.92%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,2807.72万元,2807.72,万元,,,"年初预 算为2807.72万元，支出决算为1,868.82万元，完成年初预算的 66.56%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"1,868.82万元",1868.82,万元,,,"年初预 算为2807.72万元，支出决算为1,868.82万元，完成年初预算的 66.56%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,6708.47万元,6708.47,万元,,,"年初预 算为6708.47万元，支出决算为9,402.97万元，完成年初预算的 140.17%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"9,402.97万元",9402.97,万元,,,"年初预 算为6708.47万元，支出决算为9,402.97万元，完成年初预算的 140.17%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,2797万元,2797,万元,,,"年初预 算为2797万元，支出决算为2,201.80万元，完成年初预算的 78.72%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"2,201.80万元",2201.80,万元,,,"年初预 算为2797万元，支出决算为2,201.80万元，完成年初预算的 78.72%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,243.81万元,243.81,万元,,,"年初预算为243.81万元，支出决算为7,166.01万元，完 成年初预算的2939.18%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"7,166.01万元",7166.01,万元,,,"年初预算为243.81万元，支出决算为7,166.01万元，完 成年初预算的2939.18%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,332.92万元,332.92,万元,,,年初预算为332.92万元，支出决算为589.57万元，完成 年初预算的177.09%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,589.57万元,589.57,万元,,,年初预算为332.92万元，支出决算为589.57万元，完成 年初预算的177.09%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,10735.28万元,10735.28,万元,,,"年初预算为10735.28万元，支出决算为3,010.32 万元，完成年初预算的28.04%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"3,010.32 万元",3010.32,万元,,,"年初预算为10735.28万元，支出决算为3,010.32 万元，完成年初预算的28.04%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,1248.19万元,1248.19,万元,,,"年初预算为1248.19万元，支出决算为1,260.37万元，完 成年初预算的100.98%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"1,260.37万元",1260.37,万元,,,"年初预算为1248.19万元，支出决算为1,260.37万元，完 成年初预算的100.98%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"16,872.55万元",16872.55,万元,2024,,"七、一般公共预算财政拨款基本支出决算情况说明 2024年度一般公共预算财政拨款基本支出16,872.55万元，其 中： （一）人员经费15,806.83万元，主要包括：基本工资、津贴 补贴、奖金、绩效工资、机关事业单位基本养老保险缴费、职业 年金缴费、职工基本医疗保险缴费、公务员医疗补助缴费、其他 社会保障缴费、住房公积金、离休费、退休费、抚恤金、生活补 助、奖励金。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"15,806.83万元",15806.83,万元,2024,,"七、一般公共预算财政拨款基本支出决算情况说明 2024年度一般公共预算财政拨款基本支出16,872.55万元，其 中： （一）人员经费15,806.83万元，主要包括：基本工资、津贴 补贴、奖金、绩效工资、机关事业单位基本养老保险缴费、职业 年金缴费、职工基本医疗保险缴费、公务员医疗补助缴费、其他 社会保障缴费、住房公积金、离休费、退休费、抚恤金、生活补 助、奖励金。",candidate_requires_manual_review
guizhou_2024_chishui_decision,"1,065.72万元",1065.72,万元,,,"（二）公用经费1,065.72万元，主要包括：办公费、印刷 费、手续费、水费、电费、邮电费、物业管理费、差旅费、维修 （护）费、租赁费、会议费、培训费、公务接待费、专用材料 费、劳务费、委托业务费、工会经费、福利费、公务用车运行维 护费、其他交通费用、税金及附加费用、其他商品和服务支出、 办公设备购置。",candidate_requires_manual_review
guizhou_2024_chishui_decision,182.23万元,182.23,万元,2024,,十、财政拨款“三公”经费支出决算情况说明 （一）“三公”经费财政拨款支出决算总体情况说明 2024年度“三公”经费财政拨款支出预算为182.23万元，支 出决算为182.20万元，完成预算的99.98%；,candidate_requires_manual_review
guizhou_2024_chishui_decision,182.20万元,182.20,万元,2024,,十、财政拨款“三公”经费支出决算情况说明 （一）“三公”经费财政拨款支出决算总体情况说明 2024年度“三公”经费财政拨款支出预算为182.23万元，支 出决算为182.20万元，完成预算的99.98%；,candidate_requires_manual_review
guizhou_2024_chishui_decision,0.00万元,0.00,万元,,,（二）“三公”经费财政拨款支出决算具体情况说明 1.因公出国（境）费 预算0.00万元，支出决算0.00万元；,candidate_requires_manual_review
guizhou_2024_chishui_decision,0.00万元,0.00,万元,,,（二）“三公”经费财政拨款支出决算具体情况说明 1.因公出国（境）费 预算0.00万元，支出决算0.00万元；,candidate_requires_manual_review
guizhou_2024_chishui_decision,7.19万元,7.19,万元,,,较 上年减少7.19万元，下降100.00%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,178.30万元,178.30,万元,,,2.公务用车购置及运行维护费 预算178.30万元，支出决算 178.27万元，完成预算的99.98%；,candidate_requires_manual_review
guizhou_2024_chishui_decision,178.27万元,178.27,万元,,,2.公务用车购置及运行维护费 预算178.30万元，支出决算 178.27万元，完成预算的99.98%；,candidate_requires_manual_review
guizhou_2024_chishui_decision,13.35万元,13.35,万元,,,较上年增加13.35万元，增长 8.09%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,0.00万元,0.00,万元,,,其中： 公务用车购置 支出0.00万元，购置0辆公务用车。,candidate_requires_manual_review
guizhou_2024_chishui_decision,178.27万元,178.27,万元,,,公务用车运行维护费 178.27万元。,candidate_requires_manual_review
guizhou_2024_chishui_decision,3.93万元,3.93,万元,,,- 36 - 3.公务接待费 预算3.93万元，支出决算3.93万元，完成预算 的100.00%；,candidate_requires_manual_review
guizhou_2024_chishui_decision,3.93万元,3.93,万元,,,- 36 - 3.公务接待费 预算3.93万元，支出决算3.93万元，完成预算 的100.00%；,candidate_requires_manual_review
guizhou_2024_chishui_decision,2.92万元,2.92,万元,,,较上年减少2.92万元，下降42.63%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,3.93万元,3.93,万元,,,具体是： 国内接待费 支出3.93万元，主要是：公务活动接待用餐费。,candidate_requires_manual_review
guizhou_2024_chishui_decision,0.00万元,0.00,万元,,,国（境）外接待费 支出0.00万元。,candidate_requires_manual_review
guizhou_2024_chishui_decision,574.48万元,574.48,万元,2024,,十一、其他重要事项的情况说明 （一）机关运行经费支出情况 2024年度机关运行经费支出574.48万元。,candidate_requires_manual_review
guizhou_2024_chishui_decision,17.53万元,17.53,万元,2023,,与2023年度相比， 减少17.53万元，下降2.96%，主要原因是：根据工作实际，生态 环境监测和监察工作业务增加，相应的办公、差旅等运行经费增 加。,candidate_requires_manual_review
guizhou_2024_chishui_decision,"16,967.25万元",16967.25,万元,2024,,"（二）政府采购支出情况 2024年度政府采购支出总额16,967.25万元，其中：政府采购 货物支出6,104.68万元、政府采购工程支出138.58万元、政府采 购服务支出10,723.99万元；",candidate_requires_manual_review
guizhou_2024_chishui_decision,"6,104.68万元",6104.68,万元,2024,,"（二）政府采购支出情况 2024年度政府采购支出总额16,967.25万元，其中：政府采购 货物支出6,104.68万元、政府采购工程支出138.58万元、政府采 购服务支出10,723.99万元；",candidate_requires_manual_review
guizhou_2024_chishui_decision,138.58万元,138.58,万元,2024,,"（二）政府采购支出情况 2024年度政府采购支出总额16,967.25万元，其中：政府采购 货物支出6,104.68万元、政府采购工程支出138.58万元、政府采 购服务支出10,723.99万元；",candidate_requires_manual_review
guizhou_2024_chishui_decision,"10,723.99万元",10723.99,万元,2024,,"（二）政府采购支出情况 2024年度政府采购支出总额16,967.25万元，其中：政府采购 货物支出6,104.68万元、政府采购工程支出138.58万元、政府采 购服务支出10,723.99万元；",candidate_requires_manual_review
guizhou_2024_chishui_decision,"1,285.62万元",1285.62,万元,,,"授予中小企业合同金额3,484.41万 元，占政府采购支出总额的20.54%，其中：授予小微企业合同金 额1,285.62万元，占政府采购支出总额的7.58%。",candidate_requires_manual_review
guizhou_2024_chishui_decision,100万元,100,万元,,,单价100万元（含）以上设备（不含车 辆）127台（套）。,candidate_requires_manual_review
guizhou_2024_chishui_decision,93250.07万元,93250.07,万元,2024,,十二、预算绩效情况说明 （一）预算绩效管理工作开展情况 根据财政预算绩效管理要求，我部门组织对2024年度项目支 出开展了绩效自评工作，共计117个项目进行了绩效自评，涉及资 金93250.07万元，自评覆盖率达到100%。,candidate_requires_manual_review
guizhou_2024_chishui_decision,3000万元,3000,万元,,云南,拨付3000万元至云南省财政厅。,candidate_requires_manual_review
guizhou_2024_chishui_decision,3000万元,3000,万元,2024,云南,绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 每年补偿给赤水河流域上端 云南省资金规模 ＝3000万元 ＝3000万元 30 30 质量指标 赤水干流水质监测断面稳定 III类以上 达成年度指标 10 10 时效指标 根据补偿协议要求及时支付 补偿 及时 达成年度指标 5 5 成本指标 项目或定额成本控制率 ＝100% ＝100% 5 5 效益指标 (30分) 可持续影 响指标 赤水河水环境质量 保持稳定 达成年度指标 30 30 满意度指 标(10分) 满意度指 标 主管部门对工作的满意度 ≥80% ≥100% 10 10 总 分 90 90 自 评 结 论 已完成项目绩效目标，2024年赤水河干流水质监测断面稳定III类以上。,candidate_requires_manual_review
guizhou_2024_chishui_decision,3000万元,3000,万元,2024,云南,绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 每年补偿给赤水河流域上端 云南省资金规模 ＝3000万元 ＝3000万元 30 30 质量指标 赤水干流水质监测断面稳定 III类以上 达成年度指标 10 10 时效指标 根据补偿协议要求及时支付 补偿 及时 达成年度指标 5 5 成本指标 项目或定额成本控制率 ＝100% ＝100% 5 5 效益指标 (30分) 可持续影 响指标 赤水河水环境质量 保持稳定 达成年度指标 30 30 满意度指 标(10分) 满意度指 标 主管部门对工作的满意度 ≥80% ≥100% 10 10 总 分 90 90 自 评 结 论 已完成项目绩效目标，2024年赤水河干流水质监测断面稳定III类以上。,candidate_requires_manual_review
guizhou_2024_chishui_decision,3000万元,3000,万元,,云南,拨付3000万元至云南省财政厅。,candidate_requires_manual_review
guizhou_2024_chishui_decision,3000万元,3000,万元,,云南,拨付3000万元至云南省财政厅。,candidate_requires_manual_review
guizhou_2024_chishui_decision,3000万元,3000,万元,,云南,拨付3000万元至云南省财政厅。,candidate_requires_manual_review
guizhou_2024_chishui_decision,800元,800,元,2024|2025,贵州,"绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 拨付高层次人才津贴人次 ＝21人次 ＝5人次 10 2.38 质量指标 人才评选、考核符合相关要 求和规定 ＝100% ＝100% 10 10 时效指标 2023—2025年完成拨付 ＝100% ＝100% 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 高层次人才津贴发放标准，博 ＝800元/月 ＝800元/月 5 5 高层次人才津贴发放标准，博 ＝300元/月 ＝300元/月 5 5 效益指标 (30分) 社会效益 指标 促进培养、引进高层次创新 创业人才 显著 达成年度指标 15 15 可持续影 响指标 积极营造尊重知识、尊重劳 动良好舆论氛围 积极营造 达成年度指标 15 15 满意度指 标(10分) 满意度指 标 高层次人才对人才发展环境 的满意度 ≥85% ≥100% 10 10 总 分 90 82.38 自 评 结 论 2024年根据实际情况，发放高层次人才津贴5人次，为进一步推进人才强省战略，为聚焦“四化”和生态建设提供有力的人才支撑 联系人：柏昕成 项目支出绩效目标自评表 （2,024年度） 填报日期：2025/02/14 高层次人才津贴经费 贵州省生态环境厅本级 分值 执行率 得分 10 100.00 10 - - - - - - - - - - - - 实际完成情况 2024年根据实际情况，发放高层次人才津贴5人次，为进一 步推进人才强省战略，为聚焦“四化”和生态建设提供有力 的人才支撑。",candidate_requires_manual_review
guizhou_2024_chishui_decision,800元,800,元,2024|2025,贵州,"绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 拨付高层次人才津贴人次 ＝21人次 ＝5人次 10 2.38 质量指标 人才评选、考核符合相关要 求和规定 ＝100% ＝100% 10 10 时效指标 2023—2025年完成拨付 ＝100% ＝100% 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 高层次人才津贴发放标准，博 ＝800元/月 ＝800元/月 5 5 高层次人才津贴发放标准，博 ＝300元/月 ＝300元/月 5 5 效益指标 (30分) 社会效益 指标 促进培养、引进高层次创新 创业人才 显著 达成年度指标 15 15 可持续影 响指标 积极营造尊重知识、尊重劳 动良好舆论氛围 积极营造 达成年度指标 15 15 满意度指 标(10分) 满意度指 标 高层次人才对人才发展环境 的满意度 ≥85% ≥100% 10 10 总 分 90 82.38 自 评 结 论 2024年根据实际情况，发放高层次人才津贴5人次，为进一步推进人才强省战略，为聚焦“四化”和生态建设提供有力的人才支撑 联系人：柏昕成 项目支出绩效目标自评表 （2,024年度） 填报日期：2025/02/14 高层次人才津贴经费 贵州省生态环境厅本级 分值 执行率 得分 10 100.00 10 - - - - - - - - - - - - 实际完成情况 2024年根据实际情况，发放高层次人才津贴5人次，为进一 步推进人才强省战略，为聚焦“四化”和生态建设提供有力 的人才支撑。",candidate_requires_manual_review
